Country,Iso3,Who region,Month Start,Month Lab,Cases,Deaths
Nigeria,NGA,AFRO,01/04/2024,Apr-24,4,0
Nigeria,NGA,AFRO,01/05/2024,May-24,4,0
Nigeria,NGA,AFRO,01/06/2024,Jun-24,8,0
Nigeria,NGA,AFRO,01/07/2024,Jul-24,4,0
Nigeria,NGA,AFRO,01/08/2024,Aug-24,12,0
Nigeria,NGA,AFRO,01/09/2024,Sep-24,38,0
Nigeria,NGA,AFRO,01/10/2024,Oct-24,30,0
Norway,NOR,EURO,01/11/2023,Nov-23,2,0
Norway,NOR,EURO,01/12/2023,Dec-23,0,0
Norway,NOR,EURO,01/01/2024,Jan-24,1,0
Norway,NOR,EURO,01/02/2024,Feb-24,0,0
Norway,NOR,EURO,01/03/2024,Mar-24,0,0
Norway,NOR,EURO,01/04/2024,Apr-24,1,0
Norway,NOR,EURO,01/05/2024,May-24,0,0
Norway,NOR,EURO,01/06/2024,Jun-24,0,0
Norway,NOR,EURO,01/07/2024,Jul-24,1,0
Norway,NOR,EURO,01/08/2024,Aug-24,2,0
Norway,NOR,EURO,01/09/2024,Sep-24,0,0
Norway,NOR,EURO,01/10/2024,Oct-24,7,0
Oman,OMN,EMRO,01/10/2024,Oct-24,1,0
Pakistan,PAK,EMRO,01/12/2023,Dec-23,1,1
Pakistan,PAK,EMRO,01/01/2024,Jan-24,1,0
Pakistan,PAK,EMRO,01/08/2024,Aug-24,1,0
Panama,PAN,AMRO,01/11/2023,Nov-23,0,0
Panama,PAN,AMRO,01/12/2023,Dec-23,0,0
Panama,PAN,AMRO,01/01/2024,Jan-24,1,0
Panama,PAN,AMRO,01/02/2024,Feb-24,1,0
Panama,PAN,AMRO,01/03/2024,Mar-24,0,0
Panama,PAN,AMRO,01/04/2024,Apr-24,0,0
Panama,PAN,AMRO,01/05/2024,May-24,0,0
Panama,PAN,AMRO,01/06/2024,Jun-24,1,0
Panama,PAN,AMRO,01/07/2024,Jul-24,1,0
Panama,PAN,AMRO,01/08/2024,Aug-24,0,0
Panama,PAN,AMRO,01/09/2024,Sep-24,1,0
Panama,PAN,AMRO,01/10/2024,Oct-24,0,0
Paraguay,PRY,AMRO,01/11/2023,Nov-23,0,0
Paraguay,PRY,AMRO,01/12/2023,Dec-23,0,0
Paraguay,PRY,AMRO,01/01/2024,Jan-24,0,0
Paraguay,PRY,AMRO,01/02/2024,Feb-24,0,0
Paraguay,PRY,AMRO,01/03/2024,Mar-24,0,0
Paraguay,PRY,AMRO,01/04/2024,Apr-24,0,0
Paraguay,PRY,AMRO,01/05/2024,May-24,0,0
Paraguay,PRY,AMRO,01/06/2024,Jun-24,0,0
Paraguay,PRY,AMRO,01/07/2024,Jul-24,0,0
Paraguay,PRY,AMRO,01/08/2024,Aug-24,0,0
Paraguay,PRY,AMRO,01/09/2024,Sep-24,0,0
Paraguay,PRY,AMRO,01/10/2024,Oct-24,0,0
Peru,PER,AMRO,01/11/2023,Nov-23,10,0
Peru,PER,AMRO,01/12/2023,Dec-23,6,0
Peru,PER,AMRO,01/01/2024,Jan-24,8,1
Peru,PER,AMRO,01/02/2024,Feb-24,10,0
Peru,PER,AMRO,01/03/2024,Mar-24,14,1
Peru,PER,AMRO,01/04/2024,Apr-24,14,0
Peru,PER,AMRO,01/05/2024,May-24,11,0
Peru,PER,AMRO,01/06/2024,Jun-24,9,0
Peru,PER,AMRO,01/07/2024,Jul-24,17,0
Peru,PER,AMRO,01/08/2024,Aug-24,3,0
Peru,PER,AMRO,01/09/2024,Sep-24,3,0
Peru,PER,AMRO,01/10/2024,Oct-24,1,0
Philippines,PHL,WPRO,01/12/2023,Dec-23,4,0
Philippines,PHL,WPRO,01/08/2024,Aug-24,5,0
Philippines,PHL,WPRO,01/09/2024,Sep-24,18,0
Poland,POL,EURO,01/11/2023,Nov-23,0,0
Poland,POL,EURO,01/12/2023,Dec-23,0,0
Poland,POL,EURO,01/01/2024,Jan-24,3,0
Poland,POL,EURO,01/02/2024,Feb-24,0,0
Poland,POL,EURO,01/03/2024,Mar-24,1,0
Poland,POL,EURO,01/04/2024,Apr-24,0,0
Poland,POL,EURO,01/05/2024,May-24,2,0
Poland,POL,EURO,01/06/2024,Jun-24,0,0
Poland,POL,EURO,01/07/2024,Jul-24,0,0
Poland,POL,EURO,01/08/2024,Aug-24,2,0
Poland,POL,EURO,01/09/2024,Sep-24,0,0
Poland,POL,EURO,01/10/2024,Oct-24,0,0
Portugal,PRT,EURO,01/11/2023,Nov-23,28,0
Portugal,PRT,EURO,01/12/2023,Dec-23,0,0
Portugal,PRT,EURO,01/01/2024,Jan-24,24,1
Portugal,PRT,EURO,01/02/2024,Feb-24,4,0
Portugal,PRT,EURO,01/03/2024,Mar-24,3,0
Portugal,PRT,EURO,01/04/2024,Apr-24,0,0
Portugal,PRT,EURO,01/05/2024,May-24,0,0
Portugal,PRT,EURO,01/06/2024,Jun-24,0,0
Portugal,PRT,EURO,01/07/2024,Jul-24,3,0
Portugal,PRT,EURO,01/08/2024,Aug-24,10,0
Portugal,PRT,EURO,01/09/2024,Sep-24,21,0
Portugal,PRT,EURO,01/10/2024,Oct-24,0,0
Republic of Korea,KOR,WPRO,01/11/2023,Nov-23,6,0
Republic of Korea,KOR,WPRO,01/04/2024,Apr-24,1,0
Republic of Korea,KOR,WPRO,01/06/2024,Jun-24,3,0
Republic of Korea,KOR,WPRO,01/07/2024,Jul-24,2,0
Republic of Korea,KOR,WPRO,01/08/2024,Aug-24,5,0
Republic of Korea,KOR,WPRO,01/09/2024,Sep-24,2,0
Republic of Korea,KOR,WPRO,01/10/2024,Oct-24,1,0
Republic of Moldova,MDA,EURO,01/11/2023,Nov-23,0,0
Republic of Moldova,MDA,EURO,01/12/2023,Dec-23,0,0
Republic of Moldova,MDA,EURO,01/01/2024,Jan-24,0,0
Republic of Moldova,MDA,EURO,01/02/2024,Feb-24,0,0
Republic of Moldova,MDA,EURO,01/03/2024,Mar-24,0,0
Republic of Moldova,MDA,EURO,01/04/2024,Apr-24,0,0
Republic of Moldova,MDA,EURO,01/05/2024,May-24,0,0
Republic of Moldova,MDA,EURO,01/06/2024,Jun-24,0,0
Republic of Moldova,MDA,EURO,01/07/2024,Jul-24,0,0
Republic of Moldova,MDA,EURO,01/08/2024,Aug-24,0,0
Republic of Moldova,MDA,EURO,01/09/2024,Sep-24,0,0
Republic of Moldova,MDA,EURO,01/10/2024,Oct-24,0,0
Romania,ROU,EURO,01/11/2023,Nov-23,0,0
Romania,ROU,EURO,01/12/2023,Dec-23,0,0
Romania,ROU,EURO,01/01/2024,Jan-24,0,0
Romania,ROU,EURO,01/02/2024,Feb-24,0,0
Romania,ROU,EURO,01/03/2024,Mar-24,0,0
Romania,ROU,EURO,01/04/2024,Apr-24,0,0
Romania,ROU,EURO,01/05/2024,May-24,0,0
Romania,ROU,EURO,01/06/2024,Jun-24,0,0
Romania,ROU,EURO,01/07/2024,Jul-24,0,0
Romania,ROU,EURO,01/08/2024,Aug-24,1,0
Romania,ROU,EURO,01/09/2024,Sep-24,0,0
Romania,ROU,EURO,01/10/2024,Oct-24,0,0
Russian Federation,RUS,EURO,01/11/2023,Nov-23,0,0
Russian Federation,RUS,EURO,01/12/2023,Dec-23,0,0
Russian Federation,RUS,EURO,01/01/2024,Jan-24,2,0
Russian Federation,RUS,EURO,01/02/2024,Feb-24,0,0
Russian Federation,RUS,EURO,01/03/2024,Mar-24,0,0
Russian Federation,RUS,EURO,01/04/2024,Apr-24,0,0
Russian Federation,RUS,EURO,01/05/2024,May-24,0,0
Russian Federation,RUS,EURO,01/06/2024,Jun-24,0,0
Russian Federation,RUS,EURO,01/07/2024,Jul-24,0,0
Russian Federation,RUS,EURO,01/08/2024,Aug-24,0,0
Russian Federation,RUS,EURO,01/09/2024,Sep-24,0,0
Russian Federation,RUS,EURO,01/10/2024,Oct-24,0,0
Rwanda,RWA,AFRO,01/07/2024,Jul-24,4,0
Rwanda,RWA,AFRO,01/08/2024,Aug-24,0,0
Rwanda,RWA,AFRO,01/09/2024,Sep-24,2,0
Rwanda,RWA,AFRO,01/10/2024,Oct-24,20,0
Saint Martin,MAF,AMRO,01/11/2023,Nov-23,0,0
Saint Martin,MAF,AMRO,01/12/2023,Dec-23,0,0
Saint Martin,MAF,AMRO,01/01/2024,Jan-24,0,0
Saint Martin,MAF,AMRO,01/02/2024,Feb-24,0,0
Saint Martin,MAF,AMRO,01/03/2024,Mar-24,0,0
Saint Martin,MAF,AMRO,01/04/2024,Apr-24,0,0
Saint Martin,MAF,AMRO,01/05/2024,May-24,0,0
Saint Martin,MAF,AMRO,01/06/2024,Jun-24,0,0
Saint Martin,MAF,AMRO,01/07/2024,Jul-24,0,0
Saint Martin,MAF,AMRO,01/08/2024,Aug-24,0,0
Saint Martin,MAF,AMRO,01/09/2024,Sep-24,0,0
Saint Martin,MAF,AMRO,01/10/2024,Oct-24,0,0
San Marino,SMR,EURO,01/11/2023,Nov-23,0,0
San Marino,SMR,EURO,01/12/2023,Dec-23,0,0
San Marino,SMR,EURO,01/01/2024,Jan-24,0,0
San Marino,SMR,EURO,01/02/2024,Feb-24,0,0
San Marino,SMR,EURO,01/03/2024,Mar-24,0,0
San Marino,SMR,EURO,01/04/2024,Apr-24,0,0
San Marino,SMR,EURO,01/05/2024,May-24,0,0
San Marino,SMR,EURO,01/06/2024,Jun-24,0,0
San Marino,SMR,EURO,01/07/2024,Jul-24,0,0
San Marino,SMR,EURO,01/08/2024,Aug-24,0,0
San Marino,SMR,EURO,01/09/2024,Sep-24,0,0
San Marino,SMR,EURO,01/10/2024,Oct-24,0,0
Saudi Arabia,SAU,EMRO,01/11/2023,Nov-23,37,0
Saudi Arabia,SAU,EMRO,01/12/2023,Dec-23,17,0
Saudi Arabia,SAU,EMRO,01/01/2024,Jan-24,16,0
Saudi Arabia,SAU,EMRO,01/02/2024,Feb-24,15,0
Saudi Arabia,SAU,EMRO,01/03/2024,Mar-24,20,0
Saudi Arabia,SAU,EMRO,01/04/2024,Apr-24,13,0
Saudi Arabia,SAU,EMRO,01/05/2024,May-24,15,0
Saudi Arabia,SAU,EMRO,01/06/2024,Jun-24,6,0
Saudi Arabia,SAU,EMRO,01/07/2024,Jul-24,9,0
Saudi Arabia,SAU,EMRO,01/08/2024,Aug-24,1,0
Serbia,SRB,EURO,01/11/2023,Nov-23,0,0
Serbia,SRB,EURO,01/12/2023,Dec-23,0,0
Serbia,SRB,EURO,01/01/2024,Jan-24,0,0
Serbia,SRB,EURO,01/02/2024,Feb-24,0,0
Serbia,SRB,EURO,01/03/2024,Mar-24,0,0
Serbia,SRB,EURO,01/04/2024,Apr-24,0,0
Serbia,SRB,EURO,01/05/2024,May-24,0,0
Serbia,SRB,EURO,01/06/2024,Jun-24,0,0
Serbia,SRB,EURO,01/07/2024,Jul-24,0,0
Serbia,SRB,EURO,01/08/2024,Aug-24,0,0
Serbia,SRB,EURO,01/09/2024,Sep-24,0,0
Serbia,SRB,EURO,01/10/2024,Oct-24,0,0
Singapore,SGP,WPRO,01/11/2023,Nov-23,13,0
Singapore,SGP,WPRO,01/12/2023,Dec-23,1,0
Singapore,SGP,WPRO,01/01/2024,Jan-24,1,0
Singapore,SGP,WPRO,01/02/2024,Feb-24,1,0
Singapore,SGP,WPRO,01/03/2024,Mar-24,5,0
Singapore,SGP,WPRO,01/04/2024,Apr-24,2,0
Singapore,SGP,WPRO,01/06/2024,Jun-24,1,0
Singapore,SGP,WPRO,01/07/2024,Jul-24,1,0
Singapore,SGP,WPRO,01/08/2024,Aug-24,3,0
Singapore,SGP,WPRO,01/09/2024,Sep-24,1,0
Singapore,SGP,WPRO,01/10/2024,Oct-24,2,0
Slovakia,SVK,EURO,01/11/2023,Nov-23,0,0
Slovakia,SVK,EURO,01/12/2023,Dec-23,0,0
Slovakia,SVK,EURO,01/01/2024,Jan-24,2,0
Slovakia,SVK,EURO,01/02/2024,Feb-24,0,0
Slovakia,SVK,EURO,01/03/2024,Mar-24,0,0
Slovakia,SVK,EURO,01/04/2024,Apr-24,0,0
Slovakia,SVK,EURO,01/05/2024,May-24,0,0
Slovakia,SVK,EURO,01/06/2024,Jun-24,0,0
Slovakia,SVK,EURO,01/07/2024,Jul-24,0,0
Slovakia,SVK,EURO,01/08/2024,Aug-24,0,0
Slovakia,SVK,EURO,01/09/2024,Sep-24,0,0
Slovakia,SVK,EURO,01/10/2024,Oct-24,0,0
Slovenia,SVN,EURO,01/11/2023,Nov-23,0,0
Slovenia,SVN,EURO,01/12/2023,Dec-23,0,0
Slovenia,SVN,EURO,01/01/2024,Jan-24,0,0
Slovenia,SVN,EURO,01/02/2024,Feb-24,0,0
Slovenia,SVN,EURO,01/03/2024,Mar-24,0,0
Slovenia,SVN,EURO,01/04/2024,Apr-24,0,0
Slovenia,SVN,EURO,01/05/2024,May-24,0,0
Slovenia,SVN,EURO,01/06/2024,Jun-24,0,0
Slovenia,SVN,EURO,01/07/2024,Jul-24,0,0
Slovenia,SVN,EURO,01/08/2024,Aug-24,0,0
Slovenia,SVN,EURO,01/09/2024,Sep-24,0,0
Slovenia,SVN,EURO,01/10/2024,Oct-24,0,0
South Africa,ZAF,AFRO,01/11/2023,Nov-23,0,0
South Africa,ZAF,AFRO,01/12/2023,Dec-23,0,0
South Africa,ZAF,AFRO,01/01/2024,Jan-24,0,0
South Africa,ZAF,AFRO,01/02/2024,Feb-24,0,0
South Africa,ZAF,AFRO,01/03/2024,Mar-24,0,0
South Africa,ZAF,AFRO,01/04/2024,Apr-24,0,0
South Africa,ZAF,AFRO,01/05/2024,May-24,2,1
South Africa,ZAF,AFRO,01/06/2024,Jun-24,14,2
South Africa,ZAF,AFRO,01/07/2024,Jul-24,6,0
South Africa,ZAF,AFRO,01/08/2024,Aug-24,2,0
South Africa,ZAF,AFRO,01/09/2024,Sep-24,1,0
South Africa,ZAF,AFRO,01/10/2024,Oct-24,0,0
Spain,ESP,EURO,01/11/2023,Nov-23,37,0
Spain,ESP,EURO,01/12/2023,Dec-23,68,0
Spain,ESP,EURO,01/01/2024,Jan-24,34,0
Spain,ESP,EURO,01/02/2024,Feb-24,112,0
Spain,ESP,EURO,01/03/2024,Mar-24,62,0
Spain,ESP,EURO,01/04/2024,Apr-24,32,0
Spain,ESP,EURO,01/05/2024,May-24,38,0
Spain,ESP,EURO,01/06/2024,Jun-24,54,0
Spain,ESP,EURO,01/07/2024,Jul-24,20,0
Spain,ESP,EURO,01/08/2024,Aug-24,136,0
Spain,ESP,EURO,01/09/2024,Sep-24,42,0
Spain,ESP,EURO,01/10/2024,Oct-24,64,0
Sri Lanka,LKA,SEARO,01/11/2023,Nov-23,0,0
Sri Lanka,LKA,SEARO,01/12/2023,Dec-23,0,0
Sri Lanka,LKA,SEARO,01/01/2024,Jan-24,0,0
Sri Lanka,LKA,SEARO,01/02/2024,Feb-24,0,0
Sri Lanka,LKA,SEARO,01/03/2024,Mar-24,0,0
Sri Lanka,LKA,SEARO,01/04/2024,Apr-24,0,0
Sri Lanka,LKA,SEARO,01/05/2024,May-24,0,0
Sri Lanka,LKA,SEARO,01/06/2024,Jun-24,0,0
Sri Lanka,LKA,SEARO,01/07/2024,Jul-24,0,0
Sri Lanka,LKA,SEARO,01/08/2024,Aug-24,0,0
Sri Lanka,LKA,SEARO,01/09/2024,Sep-24,0,0
Sri Lanka,LKA,SEARO,01/10/2024,Oct-24,0,0
Sweden,SWE,EURO,01/11/2023,Nov-23,0,0
Sweden,SWE,EURO,01/12/2023,Dec-23,3,0
Sweden,SWE,EURO,01/01/2024,Jan-24,3,0
Sweden,SWE,EURO,01/02/2024,Feb-24,2,0
Sweden,SWE,EURO,01/03/2024,Mar-24,0,0
Sweden,SWE,EURO,01/04/2024,Apr-24,14,0
Sweden,SWE,EURO,01/05/2024,May-24,11,0
Sweden,SWE,EURO,01/06/2024,Jun-24,2,0
Sweden,SWE,EURO,01/07/2024,Jul-24,1,0
Sweden,SWE,EURO,01/08/2024,Aug-24,2,0
Sweden,SWE,EURO,01/09/2024,Sep-24,0,0
Sweden,SWE,EURO,01/10/2024,Oct-24,3,0
Switzerland,CHE,EURO,01/11/2023,Nov-23,0,0
Switzerland,CHE,EURO,01/12/2023,Dec-23,1,0
Switzerland,CHE,EURO,01/01/2024,Jan-24,9,0
Switzerland,CHE,EURO,01/02/2024,Feb-24,7,0
Switzerland,CHE,EURO,01/03/2024,Mar-24,0,0
Switzerland,CHE,EURO,01/04/2024,Apr-24,0,0
Switzerland,CHE,EURO,01/05/2024,May-24,0,0
Switzerland,CHE,EURO,01/06/2024,Jun-24,0,0
Switzerland,CHE,EURO,01/07/2024,Jul-24,0,0
Switzerland,CHE,EURO,01/08/2024,Aug-24,9,0
Switzerland,CHE,EURO,01/09/2024,Sep-24,0,0
Switzerland,CHE,EURO,01/10/2024,Oct-24,0,0
Thailand,THA,SEARO,01/11/2023,Nov-23,79,0
Thailand,THA,SEARO,01/12/2023,Dec-23,29,0
Thailand,THA,SEARO,01/01/2024,Jan-24,36,0
Thailand,THA,SEARO,01/02/2024,Feb-24,22,0
Thailand,THA,SEARO,01/03/2024,Mar-24,12,0
Thailand,THA,SEARO,01/04/2024,Apr-24,19,0
Thailand,THA,SEARO,01/05/2024,May-24,21,9
Thailand,THA,SEARO,01/06/2024,Jun-24,10,0
Thailand,THA,SEARO,01/07/2024,Jul-24,15,0
Thailand,THA,SEARO,01/08/2024,Aug-24,13,0
Thailand,THA,SEARO,01/09/2024,Sep-24,12,0
Thailand,THA,SEARO,01/10/2024,Oct-24,13,0
The United Kingdom,GBR,EURO,01/11/2023,Nov-23,47,0
The United Kingdom,GBR,EURO,01/12/2023,Dec-23,8,0
The United Kingdom,GBR,EURO,01/01/2024,Jan-24,7,0
The United Kingdom,GBR,EURO,01/02/2024,Feb-24,10,0
The United Kingdom,GBR,EURO,01/03/2024,Mar-24,16,0
The United Kingdom,GBR,EURO,01/04/2024,Apr-24,20,0
The United Kingdom,GBR,EURO,01/05/2024,May-24,24,0
The United Kingdom,GBR,EURO,01/06/2024,Jun-24,0,0
The United Kingdom,GBR,EURO,01/07/2024,Jul-24,66,0
The United Kingdom,GBR,EURO,01/08/2024,Aug-24,40,0
The United Kingdom,GBR,EURO,01/09/2024,Sep-24,42,0
The United Kingdom,GBR,EURO,01/10/2024,Oct-24,10,0
Trinidad and Tobago,TTO,AMRO,01/11/2023,Nov-23,0,0
Trinidad and Tobago,TTO,AMRO,01/12/2023,Dec-23,0,0
Trinidad and Tobago,TTO,AMRO,01/01/2024,Jan-24,0,0
Trinidad and Tobago,TTO,AMRO,01/02/2024,Feb-24,0,0
Trinidad and Tobago,TTO,AMRO,01/03/2024,Mar-24,0,0
Trinidad and Tobago,TTO,AMRO,01/04/2024,Apr-24,0,0
Trinidad and Tobago,TTO,AMRO,01/05/2024,May-24,0,0
Trinidad and Tobago,TTO,AMRO,01/06/2024,Jun-24,0,0
Trinidad and Tobago,TTO,AMRO,01/07/2024,Jul-24,0,0
Trinidad and Tobago,TTO,AMRO,01/08/2024,Aug-24,0,0
Trinidad and Tobago,TTO,AMRO,01/09/2024,Sep-24,0,0
Trinidad and Tobago,TTO,AMRO,01/10/2024,Oct-24,0,0
Türkiye,TUR,EURO,01/11/2023,Nov-23,0,0
Türkiye,TUR,EURO,01/12/2023,Dec-23,0,0
Türkiye,TUR,EURO,01/01/2024,Jan-24,0,0
Türkiye,TUR,EURO,01/02/2024,Feb-24,0,0
Türkiye,TUR,EURO,01/03/2024,Mar-24,0,0
Türkiye,TUR,EURO,01/04/2024,Apr-24,0,0
Türkiye,TUR,EURO,01/05/2024,May-24,0,0
Türkiye,TUR,EURO,01/06/2024,Jun-24,0,0
Türkiye,TUR,EURO,01/07/2024,Jul-24,0,0
Türkiye,TUR,EURO,01/08/2024,Aug-24,0,0
Türkiye,TUR,EURO,01/09/2024,Sep-24,0,0
Türkiye,TUR,EURO,01/10/2024,Oct-24,0,0
Uganda,UGA,AFRO,01/06/2024,Jun-24,0,0
Uganda,UGA,AFRO,01/07/2024,Jul-24,2,0
Uganda,UGA,AFRO,01/08/2024,Aug-24,9,0
Uganda,UGA,AFRO,01/09/2024,Sep-24,38,0
Uganda,UGA,AFRO,01/10/2024,Oct-24,241,1
Ukraine,UKR,EURO,01/11/2023,Nov-23,0,0
Ukraine,UKR,EURO,01/12/2023,Dec-23,0,0
Ukraine,UKR,EURO,01/01/2024,Jan-24,0,0
Ukraine,UKR,EURO,01/02/2024,Feb-24,0,0
Ukraine,UKR,EURO,01/03/2024,Mar-24,0,0
Ukraine,UKR,EURO,01/04/2024,Apr-24,0,0
Ukraine,UKR,EURO,01/05/2024,May-24,0,0
Ukraine,UKR,EURO,01/06/2024,Jun-24,0,0
Ukraine,UKR,EURO,01/07/2024,Jul-24,0,0
Ukraine,UKR,EURO,01/08/2024,Aug-24,0,0
Ukraine,UKR,EURO,01/09/2024,Sep-24,0,0
Ukraine,UKR,EURO,01/10/2024,Oct-24,0,0
United Arab Emirates,ARE,EMRO,01/12/2023,Dec-23,1,0
United Arab Emirates,ARE,EMRO,01/01/2024,Jan-24,1,0
United Arab Emirates,ARE,EMRO,01/03/2024,Mar-24,1,0
United Arab Emirates,ARE,EMRO,01/04/2024,Apr-24,1,0
United Arab Emirates,ARE,EMRO,01/08/2024,Aug-24,0,0
United Arab Emirates,ARE,EMRO,01/09/2024,Sep-24,1,1
United Arab Emirates,ARE,EMRO,01/10/2024,Oct-24,1,0
United States of America,USA,AMRO,01/11/2023,Nov-23,268,2
United States of America,USA,AMRO,01/12/2023,Dec-23,240,1
United States of America,USA,AMRO,01/01/2024,Jan-24,309,1
United States of America,USA,AMRO,01/02/2024,Feb-24,249,0
United States of America,USA,AMRO,01/03/2024,Mar-24,266,0
United States of America,USA,AMRO,01/04/2024,Apr-24,323,0
United States of America,USA,AMRO,01/05/2024,May-24,219,1
United States of America,USA,AMRO,01/06/2024,Jun-24,221,0
United States of America,USA,AMRO,01/07/2024,Jul-24,256,1
United States of America,USA,AMRO,01/08/2024,Aug-24,232,0
United States of America,USA,AMRO,01/09/2024,Sep-24,214,0
United States of America,USA,AMRO,01/10/2024,Oct-24,82,0
Uruguay,URY,AMRO,01/11/2023,Nov-23,0,0
Uruguay,URY,AMRO,01/12/2023,Dec-23,0,0
Uruguay,URY,AMRO,01/01/2024,Jan-24,0,0
Uruguay,URY,AMRO,01/02/2024,Feb-24,0,0
Uruguay,URY,AMRO,01/03/2024,Mar-24,0,0
Uruguay,URY,AMRO,01/04/2024,Apr-24,0,0
Uruguay,URY,AMRO,01/05/2024,May-24,0,0
Uruguay,URY,AMRO,01/06/2024,Jun-24,0,0
Uruguay,URY,AMRO,01/07/2024,Jul-24,0,0
Uruguay,URY,AMRO,01/08/2024,Aug-24,0,0
Uruguay,URY,AMRO,01/09/2024,Sep-24,1,0
Uruguay,URY,AMRO,01/10/2024,Oct-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/11/2023,Nov-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/12/2023,Dec-23,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/01/2024,Jan-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/02/2024,Feb-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/03/2024,Mar-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/04/2024,Apr-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/05/2024,May-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/06/2024,Jun-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/07/2024,Jul-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/08/2024,Aug-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/09/2024,Sep-24,0,0
Venezuela (Bolivarian Republic of),VEN,AMRO,01/10/2024,Oct-24,0,0
Viet Nam,VNM,WPRO,01/11/2023,Nov-23,47,1
Viet Nam,VNM,WPRO,01/12/2023,Dec-23,29,4
Viet Nam,VNM,WPRO,01/01/2024,Jan-24,21,0
Viet Nam,VNM,WPRO,01/02/2024,Feb-24,5,0
Viet Nam,VNM,WPRO,01/03/2024,Mar-24,22,2
Viet Nam,VNM,WPRO,01/05/2024,May-24,27,0
Viet Nam,VNM,WPRO,01/06/2024,Jun-24,6,0
Viet Nam,VNM,WPRO,01/07/2024,Jul-24,1,0
Viet Nam,VNM,WPRO,01/08/2024,Aug-24,0,0
Zambia,ZMB,AFRO,01/10/2024,Oct-24,1,0
Zimbabwe,ZWE,AFRO,01/10/2024,Oct-24,2,0